********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,See Legend,C,Flag Code See Legend,mS/cm,Flag Code See Legend,psu,Flag Code See Legend,%,Flag Code See Legend,mg/L,Flag Code See Legend,m,Flag Code See Legend,m,Flag Code See Legend,Units,Flag Code See Legend,FNU/NTU,Flag Code See Legend,ug/l,Flag Code See Legend
"Station_Code","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_pct","F_DO_pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
marcwwq,P,06/14/2022 19:00,0,1,{CSM},29.7,<0> ,40.50,<0> ,25.8,<0> ,97.2,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,68,<0> ,10.0,<0> ,
marcwwq,P,06/14/2022 19:15,0,1,{CSM},29.7,<0> ,40.49,<0> ,25.8,<0> ,96.7,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,57,<0> ,9.7,<0> ,
marcwwq,P,06/14/2022 19:30,0,1,{CSM},29.7,<0> ,40.49,<0> ,25.8,<0> ,96.5,<0> ,6.4,<0> ,,<-1> ,,,8.3,<0> ,56,<0> ,9.8,<0> ,
marcwwq,P,06/14/2022 19:45,0,1,{CSM},29.6,<0> ,40.49,<0> ,25.8,<0> ,95.7,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,54,<0> ,9.4,<0> ,
marcwwq,P,06/14/2022 20:00,0,1,{CSM},29.6,<0> ,40.50,<0> ,25.8,<0> ,95.6,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,50,<0> ,9.1,<0> ,
marcwwq,P,06/14/2022 20:15,0,1,{CSM},29.6,<0> ,40.49,<0> ,25.8,<0> ,95.0,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,46,<0> ,8.8,<0> ,
marcwwq,P,06/14/2022 20:30,0,1,{CSM},29.5,<0> ,40.49,<0> ,25.8,<0> ,94.7,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,49,<0> ,8.8,<0> ,
marcwwq,P,06/14/2022 20:45,0,1,{CSM},29.5,<0> ,40.49,<0> ,25.8,<0> ,94.7,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,45,<0> ,8.5,<0> ,
marcwwq,P,06/14/2022 21:00,0,1,{CSM},29.5,<0> ,40.49,<0> ,25.8,<0> ,94.3,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,40,<0> ,8.4,<0> ,
marcwwq,P,06/14/2022 21:15,0,1,{CSM},29.5,<0> ,40.49,<0> ,25.8,<0> ,93.7,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,37,<0> ,8.1,<0> ,
marcwwq,P,06/14/2022 21:30,0,1,{CSM},29.4,<0> ,40.50,<0> ,25.8,<0> ,93.8,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,39,<0> ,8.5,<0> ,
marcwwq,P,06/14/2022 21:45,0,1,{CSM},29.4,<0> ,40.50,<0> ,25.8,<0> ,93.7,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,39,<0> ,8.6,<0> ,
marcwwq,P,06/14/2022 22:00,0,1,{CSM},29.4,<0> ,40.50,<0> ,25.8,<0> ,93.8,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,36,<0> ,8.1,<0> ,
marcwwq,P,06/14/2022 22:15,0,1,{CSM},29.4,<0> ,40.50,<0> ,25.8,<0> ,91.9,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,37,<0> ,7.8,<0> ,
marcwwq,P,06/14/2022 22:30,0,1,{CSM},29.3,<0> ,40.49,<0> ,25.8,<0> ,92.5,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,38,<0> ,8.5,<0> ,
marcwwq,P,06/14/2022 22:45,0,1,{CSM},29.3,<0> ,40.49,<0> ,25.8,<0> ,92.3,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,36,<0> ,7.8,<0> ,
marcwwq,P,06/14/2022 23:00,0,1,{CSM},29.3,<0> ,40.49,<0> ,25.8,<0> ,92.4,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,41,<0> ,8.8,<0> ,
marcwwq,P,06/14/2022 23:15,0,1,{CSM},29.3,<0> ,40.49,<0> ,25.8,<0> ,91.5,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,34,<0> ,7.8,<0> ,
marcwwq,P,06/14/2022 23:30,0,1,{CSM},29.2,<0> ,40.49,<0> ,25.8,<0> ,92.4,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,36,<0> ,8.1,<0> ,
marcwwq,P,06/14/2022 23:45,0,1,{CSM},29.2,<0> ,40.49,<0> ,25.8,<0> ,91.8,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,34,<0> ,8.2,<0> ,
marcwwq,P,06/15/2022 00:00,0,1,{CSM},29.2,<0> ,40.49,<0> ,25.8,<0> ,93.2,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,35,<0> ,8.4,<0> ,
marcwwq,P,06/15/2022 00:15,0,1,{CSM},29.2,<0> ,40.49,<0> ,25.8,<0> ,92.5,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,38,<0> ,8.6,<0> ,
marcwwq,P,06/15/2022 00:30,0,1,{CSM},29.1,<0> ,40.49,<0> ,25.8,<0> ,91.9,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,34,<0> ,8.3,<0> ,
marcwwq,P,06/15/2022 00:45,0,1,{CSM},29.1,<0> ,40.49,<0> ,25.8,<0> ,91.1,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,36,<0> ,7.8,<0> ,
marcwwq,P,06/15/2022 01:00,0,1,{CSM},29.1,<0> ,40.49,<0> ,25.8,<0> ,91.3,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,32,<0> ,7.9,<0> ,
marcwwq,P,06/15/2022 01:15,0,1,{CSM},29.1,<0> ,40.49,<0> ,25.8,<0> ,91.5,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,33,<0> ,7.9,<0> ,
marcwwq,P,06/15/2022 01:30,0,1,{CSM},29.0,<0> ,40.49,<0> ,25.8,<0> ,90.6,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,31,<0> ,7.7,<0> ,
marcwwq,P,06/15/2022 01:45,0,1,{CSM},29.0,<0> ,40.50,<0> ,25.8,<0> ,91.6,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,30,<0> ,7.8,<0> ,
marcwwq,P,06/15/2022 02:00,0,1,{CSM},29.0,<0> ,40.49,<0> ,25.8,<0> ,90.9,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,32,<0> ,7.8,<0> ,
marcwwq,P,06/15/2022 02:15,0,1,{CSM},29.0,<0> ,40.49,<0> ,25.8,<0> ,90.9,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,32,<0> ,9.7,<0> ,
marcwwq,P,06/15/2022 02:30,0,1,{CSM},28.9,<0> ,40.49,<0> ,25.8,<0> ,91.3,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,34,<0> ,8.2,<0> ,
marcwwq,P,06/15/2022 02:45,0,1,{CSM},28.9,<0> ,40.49,<0> ,25.8,<0> ,91.3,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,37,<0> ,8.4,<0> ,
marcwwq,P,06/15/2022 03:00,0,1,{CSM},28.9,<0> ,40.49,<0> ,25.8,<0> ,91.1,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,34,<0> ,8.3,<0> ,
marcwwq,P,06/15/2022 03:15,0,1,{CSM},28.9,<0> ,40.49,<0> ,25.8,<0> ,90.8,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,37,<0> ,8.3,<0> ,
marcwwq,P,06/15/2022 03:30,0,1,{CSM},28.9,<0> ,40.49,<0> ,25.8,<0> ,90.1,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,34,<0> ,7.9,<0> ,
marcwwq,P,06/15/2022 03:45,0,1,{CSM},28.8,<0> ,40.49,<0> ,25.8,<0> ,89.4,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,32,<0> ,7.7,<0> ,
marcwwq,P,06/15/2022 04:00,0,1,{CSM},28.8,<0> ,40.49,<0> ,25.8,<0> ,89.8,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,30,<0> ,7.4,<0> ,
marcwwq,P,06/15/2022 04:15,0,1,{CSM},28.8,<0> ,40.49,<0> ,25.8,<0> ,88.5,<0> ,5.9,<0> ,,<-1> ,,,8.2,<0> ,29,<0> ,7.1,<0> ,
marcwwq,P,06/15/2022 04:30,0,1,{CSM},28.8,<0> ,40.49,<0> ,25.8,<0> ,89.9,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,29,<0> ,7.4,<0> ,
marcwwq,P,06/15/2022 04:45,0,1,{CSM},28.8,<0> ,40.49,<0> ,25.8,<0> ,88.9,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,26,<0> ,7.4,<0> ,
marcwwq,P,06/15/2022 05:00,0,1,{CSM},28.8,<0> ,40.49,<0> ,25.8,<0> ,88.3,<0> ,5.9,<0> ,,<-1> ,,,8.2,<0> ,26,<0> ,6.7,<0> ,
marcwwq,P,06/15/2022 05:15,0,1,{CSM},28.7,<0> ,40.49,<0> ,25.8,<0> ,88.6,<0> ,5.9,<0> ,,<-1> ,,,8.2,<0> ,24,<0> ,7.1,<0> ,
marcwwq,P,06/15/2022 05:30,0,1,{CSM},28.7,<0> ,40.50,<0> ,25.8,<0> ,88.8,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,29,<0> ,6.9,<0> ,
marcwwq,P,06/15/2022 05:45,0,1,{CSM},28.7,<0> ,40.51,<0> ,25.8,<0> ,88.5,<0> ,5.9,<0> ,,<-1> ,,,8.2,<0> ,31,<0> ,7.5,<0> ,
marcwwq,P,06/15/2022 06:00,0,1,{CSM},28.7,<0> ,40.53,<0> ,25.8,<0> ,89.0,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,26,<0> ,6.6,<0> ,
marcwwq,P,06/15/2022 06:15,0,1,{CSM},28.7,<0> ,40.56,<0> ,25.8,<0> ,88.1,<0> ,5.9,<0> ,,<-1> ,,,8.2,<0> ,29,<0> ,6.0,<0> ,
marcwwq,P,06/15/2022 06:30,0,1,{CSM},28.7,<0> ,40.59,<0> ,25.9,<0> ,88.6,<0> ,5.9,<0> ,,<-1> ,,,8.2,<0> ,32,<0> ,7.2,<0> ,
marcwwq,P,06/15/2022 06:45,0,1,{CSM},28.7,<0> ,40.63,<0> ,25.9,<0> ,88.9,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,34,<0> ,6.9,<0> ,
marcwwq,P,06/15/2022 07:00,0,1,{CSM},28.7,<0> ,40.66,<0> ,25.9,<0> ,88.8,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,30,<0> ,6.5,<0> ,
marcwwq,P,06/15/2022 07:15,0,1,{CSM},28.7,<0> ,40.66,<0> ,25.9,<0> ,89.8,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,33,<0> ,7.1,<0> ,
marcwwq,P,06/15/2022 07:30,0,1,{CSM},28.7,<0> ,40.66,<0> ,25.9,<0> ,89.2,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,37,<0> ,7.1,<0> ,
marcwwq,P,06/15/2022 07:45,0,1,{CSM},28.7,<0> ,40.66,<0> ,25.9,<0> ,89.8,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,32,<0> ,7.3,<0> ,
marcwwq,P,06/15/2022 08:00,0,1,{CSM},28.6,<0> ,40.65,<0> ,25.9,<0> ,89.9,<0> ,6.0,<0> ,,<-1> ,,,8.2,<0> ,33,<0> ,7.5,<0> ,
marcwwq,P,06/15/2022 08:15,0,1,{CSM},28.7,<0> ,40.62,<0> ,25.9,<0> ,90.3,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,35,<0> ,7.7,<0> ,
marcwwq,P,06/15/2022 08:30,0,1,{CSM},28.7,<0> ,40.58,<0> ,25.9,<0> ,90.6,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,37,<0> ,7.6,<0> ,
marcwwq,P,06/15/2022 08:45,0,1,{CSM},28.7,<0> ,40.56,<0> ,25.8,<0> ,91.4,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,41,<0> ,8.5,<0> ,
marcwwq,P,06/15/2022 09:00,0,1,{CSM},28.7,<0> ,40.60,<0> ,25.9,<0> ,90.6,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,38,<0> ,8.1,<0> ,
marcwwq,P,06/15/2022 09:15,0,1,{CSM},28.7,<0> ,40.65,<0> ,25.9,<0> ,92.3,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,35,<0> ,7.9,<0> ,
marcwwq,P,06/15/2022 09:30,0,1,{CSM},28.7,<0> ,40.67,<0> ,25.9,<0> ,92.5,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,31,<0> ,7.1,<0> ,
marcwwq,P,06/15/2022 09:45,0,1,{CSM},28.7,<0> ,40.62,<0> ,25.9,<0> ,92.4,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,39,<0> ,8.4,<0> ,
marcwwq,P,06/15/2022 10:00,0,1,{CSM},28.8,<0> ,40.70,<0> ,25.9,<0> ,93.0,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,38,<0> ,8.3,<0> ,
marcwwq,P,06/15/2022 10:15,0,1,{CSM},28.8,<0> ,40.76,<0> ,26.0,<0> ,94.0,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,39,<0> ,8.4,<0> ,
marcwwq,P,06/15/2022 10:30,0,1,{CSM},28.8,<0> ,40.74,<0> ,26.0,<0> ,94.9,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,41,<0> ,8.6,<0> ,
marcwwq,P,06/15/2022 10:45,0,1,{CSM},28.9,<0> ,40.73,<0> ,26.0,<0> ,94.7,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,63,<0> ,9.1,<0> ,
marcwwq,P,06/15/2022 11:00,0,1,{CSM},28.9,<0> ,40.71,<0> ,25.9,<0> ,93.5,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,44,<0> ,9.0,<0> ,
marcwwq,P,06/15/2022 11:15,0,1,{CSM},29.0,<0> ,40.70,<0> ,25.9,<0> ,94.3,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,40,<0> ,9.0,<0> ,
marcwwq,P,06/15/2022 11:30,0,1,{CSM},29.0,<0> ,40.82,<0> ,26.0,<0> ,94.8,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,35,<0> ,8.1,<0> ,
marcwwq,P,06/15/2022 11:45,0,1,{CSM},29.1,<0> ,40.90,<0> ,26.1,<0> ,96.2,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,33,<0> ,7.9,<0> ,
marcwwq,P,06/15/2022 12:00,0,1,{CSM},29.1,<0> ,40.91,<0> ,26.1,<0> ,95.8,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,35,<0> ,8.2,<0> ,
marcwwq,P,06/15/2022 12:15,0,1,{CSM},29.2,<0> ,40.89,<0> ,26.1,<0> ,97.0,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,41,<0> ,8.7,<0> ,
marcwwq,P,06/15/2022 12:30,0,1,{CSM},29.2,<0> ,40.88,<0> ,26.1,<0> ,96.9,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,38,<0> ,7.7,<0> ,
marcwwq,P,06/15/2022 12:45,0,1,{CSM},29.3,<0> ,40.96,<0> ,26.1,<0> ,97.3,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,32,<0> ,7.6,<0> ,
marcwwq,P,06/15/2022 13:00,0,1,{CSM},29.3,<0> ,40.95,<0> ,26.1,<0> ,96.7,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,32,<0> ,7.2,<0> ,
marcwwq,P,06/15/2022 13:15,0,1,{CSM},29.3,<0> ,40.92,<0> ,26.1,<0> ,96.4,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,27,<0> ,7.5,<0> ,
marcwwq,P,06/15/2022 13:30,0,1,{CSM},29.4,<0> ,40.96,<0> ,26.1,<0> ,97.9,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,32,<0> ,7.7,<0> ,
marcwwq,P,06/15/2022 13:45,0,1,{CSM},29.5,<0> ,41.00,<0> ,26.1,<0> ,99.7,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,30,<0> ,6.5,<0> ,
marcwwq,P,06/15/2022 14:00,0,1,{CSM},29.6,<0> ,41.16,<0> ,26.2,<0> ,100.1,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,20,<0> ,6.3,<0> ,
marcwwq,P,06/15/2022 14:15,0,1,{CSM},29.7,<0> ,41.42,<0> ,26.4,<0> ,100.7,<0> ,6.6,<0> ,,<-1> ,,,8.1,<0> ,19,<0> ,5.7,<0> ,
marcwwq,P,06/15/2022 14:30,0,1,{CSM},29.7,<0> ,41.55,<0> ,26.5,<0> ,101.3,<0> ,6.7,<0> ,,<-1> ,,,8.1,<0> ,24,<0> ,6.1,<0> ,
marcwwq,P,06/15/2022 14:45,0,1,{CSM},29.7,<0> ,41.51,<0> ,26.5,<0> ,101.9,<0> ,6.7,<0> ,,<-1> ,,,8.1,<0> ,26,<0> ,6.6,<0> ,
marcwwq,P,06/15/2022 15:00,0,1,{CSM},29.8,<0> ,41.52,<0> ,26.5,<0> ,101.9,<0> ,6.7,<0> ,,<-1> ,,,8.1,<0> ,36,<0> ,7.4,<0> ,
marcwwq,P,06/15/2022 15:15,0,1,{CSM},29.8,<0> ,41.48,<0> ,26.5,<0> ,102.7,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,31,<0> ,7.2,<0> ,
marcwwq,P,06/15/2022 15:30,0,1,{CSM},29.8,<0> ,41.46,<0> ,26.4,<0> ,102.7,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,34,<0> ,7.9,<0> ,
marcwwq,P,06/15/2022 15:45,0,1,{CSM},29.8,<0> ,41.45,<0> ,26.4,<0> ,102.9,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,36,<0> ,8.0,<0> ,
marcwwq,P,06/15/2022 16:00,0,1,{CSM},29.8,<0> ,41.48,<0> ,26.5,<0> ,102.0,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,35,<0> ,7.7,<0> ,
marcwwq,P,06/15/2022 16:15,0,1,{CSM},29.8,<0> ,41.51,<0> ,26.5,<0> ,102.0,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,33,<0> ,7.0,<0> ,
marcwwq,P,06/15/2022 16:30,0,1,{CSM},29.9,<0> ,41.55,<0> ,26.5,<0> ,102.7,<0> ,6.7,<0> ,,<-1> ,,,8.2,<0> ,36,<0> ,7.5,<0> ,
marcwwq,P,06/15/2022 16:45,0,1,{CSM},29.9,<0> ,41.63,<0> ,26.6,<0> ,103.4,<0> ,6.8,<0> ,,<-1> ,,,8.1,<0> ,33,<0> ,7.1,<0> ,
marcwwq,P,06/15/2022 17:00,0,1,{CSM},29.9,<0> ,41.65,<0> ,26.6,<0> ,103.2,<0> ,6.8,<0> ,,<-1> ,,,8.1,<0> ,36,<0> ,7.6,<0> ,
marcwwq,P,06/15/2022 17:15,0,1,{CSM},29.9,<0> ,41.66,<0> ,26.6,<0> ,103.4,<0> ,6.8,<0> ,,<-1> ,,,8.1,<0> ,42,<0> ,8.3,<0> ,
marcwwq,P,06/15/2022 17:30,0,1,{CSM},29.9,<0> ,41.65,<0> ,26.6,<0> ,102.5,<0> ,6.7,<0> ,,<-1> ,,,8.1,<0> ,51,<0> ,9.2,<0> ,
marcwwq,P,06/15/2022 17:45,0,1,{CSM},29.9,<0> ,41.66,<0> ,26.6,<0> ,102.2,<0> ,6.7,<0> ,,<-1> ,,,8.1,<0> ,57,<0> ,9.8,<0> ,
marcwwq,P,06/15/2022 18:00,0,1,{CSM},29.9,<0> ,41.64,<0> ,26.6,<0> ,102.6,<0> ,6.7,<0> ,,<-1> ,,,8.1,<0> ,51,<0> ,9.0,<0> ,
marcwwq,P,06/15/2022 18:15,0,1,{CSM},29.9,<0> ,41.60,<0> ,26.5,<0> ,101.6,<0> ,6.7,<0> ,,<-1> ,,,8.1,<0> ,45,<0> ,8.0,<0> ,
marcwwq,P,06/15/2022 18:30,0,1,{CSM},29.8,<0> ,41.57,<0> ,26.5,<0> ,100.9,<0> ,6.6,<0> ,,<-1> ,,,8.1,<0> ,51,<0> ,9.3,<0> ,
marcwwq,P,06/15/2022 18:45,0,1,{CSM},29.8,<0> ,41.58,<0> ,26.5,<0> ,101.3,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,51,<0> ,8.6,<0> ,
marcwwq,P,06/15/2022 19:00,0,1,{CSM},29.8,<0> ,41.60,<0> ,26.5,<0> ,101.1,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,53,<0> ,8.8,<0> ,
marcwwq,P,06/15/2022 19:15,0,1,{CSM},29.8,<0> ,41.60,<0> ,26.5,<0> ,100.6,<0> ,6.6,<0> ,,<-1> ,,,8.1,<0> ,59,<0> ,9.5,<0> ,
marcwwq,P,06/15/2022 19:30,0,1,{CSM},29.8,<0> ,41.59,<0> ,26.5,<0> ,100.9,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,46,<0> ,9.0,<0> ,
marcwwq,P,06/15/2022 19:45,0,1,{CSM},29.7,<0> ,41.54,<0> ,26.5,<0> ,100.9,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,47,<0> ,9.1,<0> ,
marcwwq,P,06/15/2022 20:00,0,1,{CSM},29.7,<0> ,41.51,<0> ,26.5,<0> ,99.7,<0> ,6.6,<0> ,,<-1> ,,,8.2,<0> ,42,<0> ,9.1,<0> ,
marcwwq,P,06/15/2022 20:15,0,1,{CSM},29.7,<0> ,41.50,<0> ,26.5,<0> ,99.4,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,47,<0> ,8.9,<0> ,
marcwwq,P,06/15/2022 20:30,0,1,{CSM},29.7,<0> ,41.47,<0> ,26.5,<0> ,98.9,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,48,<0> ,8.5,<0> ,
marcwwq,P,06/15/2022 20:45,0,1,{CSM},29.7,<0> ,41.43,<0> ,26.4,<0> ,98.8,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,43,<0> ,9.0,<0> ,
marcwwq,P,06/15/2022 21:00,0,1,{CSM},29.6,<0> ,41.37,<0> ,26.4,<0> ,98.2,<0> ,6.5,<0> ,,<-1> ,,,8.2,<0> ,42,<0> ,8.8,<0> ,
marcwwq,P,06/15/2022 21:15,0,1,{CSM},29.6,<0> ,41.33,<0> ,26.4,<0> ,97.0,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,39,<0> ,8.5,<0> ,
marcwwq,P,06/15/2022 21:30,0,1,{CSM},29.6,<0> ,41.30,<0> ,26.3,<0> ,97.7,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,36,<0> ,8.1,<0> ,
marcwwq,P,06/15/2022 21:45,0,1,{CSM},29.5,<0> ,41.27,<0> ,26.3,<0> ,96.4,<0> ,6.4,<0> ,,<-1> ,,,8.2,<0> ,31,<0> ,7.9,<0> ,
marcwwq,P,06/15/2022 22:00,0,1,{CSM},29.5,<0> ,41.22,<0> ,26.3,<0> ,96.2,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,32,<0> ,8.1,<0> ,
marcwwq,P,06/15/2022 22:15,0,1,{CSM},29.5,<0> ,41.16,<0> ,26.2,<0> ,95.0,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,33,<0> ,7.8,<0> ,
marcwwq,P,06/15/2022 22:30,0,1,{CSM},29.5,<0> ,41.13,<0> ,26.2,<0> ,95.1,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,34,<0> ,8.1,<0> ,
marcwwq,P,06/15/2022 22:45,0,1,{CSM},29.5,<0> ,41.09,<0> ,26.2,<0> ,94.7,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,31,<0> ,8.0,<0> ,
marcwwq,P,06/15/2022 23:00,0,1,{CSM},29.4,<0> ,41.07,<0> ,26.2,<0> ,93.6,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,33,<0> ,7.7,<0> ,
marcwwq,P,06/15/2022 23:15,0,1,{CSM},29.4,<0> ,41.06,<0> ,26.2,<0> ,93.1,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,28,<0> ,7.6,<0> ,
marcwwq,P,06/15/2022 23:30,0,1,{CSM},29.4,<0> ,41.06,<0> ,26.2,<0> ,93.8,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,28,<0> ,7.9,<0> ,
marcwwq,P,06/15/2022 23:45,0,1,{CSM},29.4,<0> ,41.08,<0> ,26.2,<0> ,93.5,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,27,<0> ,7.5,<0> ,
marcwwq,P,06/16/2022 00:00,0,1,{CSM},29.3,<0> ,41.10,<0> ,26.2,<0> ,93.0,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,25,<0> ,7.7,<0> ,
marcwwq,P,06/16/2022 00:15,0,1,{CSM},29.3,<0> ,41.12,<0> ,26.2,<0> ,93.3,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,25,<0> ,7.3,<0> ,
marcwwq,P,06/16/2022 00:30,0,1,{CSM},29.3,<0> ,41.15,<0> ,26.2,<0> ,92.9,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,24,<0> ,7.2,<0> ,
marcwwq,P,06/16/2022 00:45,0,1,{CSM},29.3,<0> ,41.18,<0> ,26.3,<0> ,93.1,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,24,<0> ,7.4,<0> ,
marcwwq,P,06/16/2022 01:00,0,1,{CSM},29.3,<0> ,41.20,<0> ,26.3,<0> ,93.7,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,25,<0> ,7.5,<0> ,
marcwwq,P,06/16/2022 01:15,0,1,{CSM},29.3,<0> ,41.23,<0> ,26.3,<0> ,92.7,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,23,<0> ,6.9,<0> ,
marcwwq,P,06/16/2022 01:30,0,1,{CSM},29.2,<0> ,41.24,<0> ,26.3,<0> ,92.8,<0> ,6.2,<0> ,,<-1> ,,,8.2,<0> ,23,<0> ,6.9,<0> ,
marcwwq,P,06/16/2022 01:45,0,1,{CSM},29.2,<0> ,41.25,<0> ,26.3,<0> ,92.6,<0> ,6.1,<0> ,,<-1> ,,,8.1,<0> ,21,<0> ,6.7,<0> ,
marcwwq,P,06/16/2022 02:00,0,1,{CSM},29.2,<0> ,41.29,<0> ,26.3,<0> ,92.6,<0> ,6.1,<0> ,,<-1> ,,,8.2,<0> ,23,<0> ,7.2,<0> ,
marcwwq,P,06/16/2022 02:15,0,1,{CSM},29.2,<0> ,41.35,<0> ,26.4,<0> ,94.3,<0> ,6.3,<0> ,,<-1> ,,,8.2,<0> ,21,<0> ,7.1,<0> ,
